LabeledVector(47.9618303917, DenseVector(1.29740390922, 0.239153868981, 1.18730316505, -0.515622235161, -1.16455907137, 0.491043558799, -0.0969292163765))
LabeledVector(-25.8354452889, DenseVector(0.764861455681, 0.705388547531, 2.00509522173, -1.32576403951, -0.687903927383, 0.963031536429, -1.09386188792))
LabeledVector(14.0324550025, DenseVector(0.198959773938, -0.933113465027, -1.35391189785, -0.816505320215, 1.17102427777, -1.23261817371, 0.805733596502))
LabeledVector(-8.86983063134, DenseVector(1.31400777864, -0.0303165289947, -0.591091375715, -0.751975799074, 0.146430134125, 0.413057193411, -0.771906694164))
LabeledVector(47.3092759559, DenseVector(-0.825582252513, -0.153762461881, 0.264960099432, -1.31870123205, -0.274454458974, 0.528432423167, 1.24011010784))
LabeledVector(151.482356619, DenseVector(2.46765105643, 0.319356421091, 0.460902901672, -1.50832148716, 0.989072457499, -0.215789892331, 0.314753778812))
LabeledVector(74.5522030079, DenseVector(0.0248654625272, -0.249145091917, 1.17823342164, 0.370544114208, 1.63961072342, -0.0203789756804, -0.109766575353))
LabeledVector(-142.575713533, DenseVector(0.17557570789, 0.341004622228, -0.579243661554, -0.0446754732022, -0.52643037062, -1.10004297903, -0.988302996429))
LabeledVector(64.234743, DenseVector(1.50830835797, -1.39200172584, -0.0127579746876, -1.485722125, -0.544289565939, -0.0566295100142, 0.760618665069))
LabeledVector(30.5989075785, DenseVector(-0.400467049263, -0.268208439942, 0.410138575121, 1.42978455008, 1.08140944875, 0.245841921816, -0.396238563039))
LabeledVector(56.7363330929, DenseVector(0.141844507445, -0.118412238824, 1.18450930771, -0.756908291226, 0.601137610777, -0.763215427724, 0.656279710205))
LabeledVector(-103.243162728, DenseVector(-0.620641677718, -2.52323256305, -0.465227922082, 0.032962939433, 0.757017323735, 0.140868488324, -0.731830496643))
LabeledVector(-40.4751786467, DenseVector(-0.472203300571, -0.439921183696, -1.97483327464, 0.623542770705, -1.45336333518, 1.36505359458, 0.0989554056955))
LabeledVector(48.0560284747, DenseVector(0.964444769608, -1.4275786272, -0.727995160041, 1.0087520795, 0.50958101688, -1.3677693477, 0.52752124035))
LabeledVector(-100.536861807, DenseVector(0.589977402491, 0.539064750782, -1.00183486824, -1.3010762857, -0.126147688272, 0.00519988413844, -0.986153671933))
LabeledVector(-138.277613559, DenseVector(0.193287508217, 3.25994672073, -1.15465908456, -0.933206942344, -0.607668255964, -0.133486428595, -1.4445001799))
LabeledVector(3.34371440384, DenseVector(0.77915560286, -0.0357636739957, -2.60482269646, -0.613343327921, -0.417958304928, 0.0118742751869, 0.497786014415))
LabeledVector(-40.4323847408, DenseVector(-0.00368262776635, -0.678918870414, -0.0418117214516, 0.0260326648499, -1.07096324718, 0.162834576747, -0.00566750981614))
LabeledVector(138.909644773, DenseVector(1.35913647231, -1.08649537288, 0.155549356859, -0.965071542347, -0.663132166078, 3.1713150571, 0.08732283974))
LabeledVector(194.351019852, DenseVector(0.803079790808, -0.194151011037, -0.0795763483623, 0.574070546714, 0.855577994869, 0.153554246746, 1.3000044453))
LabeledVector(-41.5250584698, DenseVector(-1.71042488731, 0.774587233441, 0.511649610851, 0.0726454402263, 0.121884359772, 0.0979879021933, 0.154992467291))
LabeledVector(-40.4662563599, DenseVector(1.04983645476, -0.013219820831, 1.52472203432, 0.209011776312, 0.154731286815, 0.192633223212, -1.62776923322))
LabeledVector(-76.3480743001, DenseVector(0.688590675112, -1.32194513292, -1.88890071919, -1.11333235877, -1.79526315146, 1.16865844964, -0.171107281807))
LabeledVector(3.37208598661, DenseVector(-0.668552187341, -1.09363662161, 0.635353127787, 0.650962022154, 0.280219675313, 0.6076539972, -0.104970798203))
LabeledVector(100.188391863, DenseVector(1.68701556936, 1.10366433701, -0.6431989251, 0.483541010327, 0.332841030895, -0.351349434072, 0.05807097632))
LabeledVector(0.481761924008, DenseVector(-0.121944146279, -0.777509121235, 0.258589963755, -0.285041610165, 0.586076141535, 0.312491250479, -0.155750320255))
LabeledVector(-33.8586930129, DenseVector(-0.506865063779, 0.604284311734, -1.01990433127, -0.106593949548, -1.78414003142, 1.22518714048, 0.219311678133))
LabeledVector(103.252353745, DenseVector(0.68430679837, 0.129319627043, 1.29106611551, -0.510433406202, -1.2286887923, 0.923581527997, 0.735031109982))
LabeledVector(-101.201062697, DenseVector(-0.114849254269, -0.266959015425, -0.162940866681, -0.612561586984, -0.84158625933, -0.460360218302, -0.331274349249))
LabeledVector(-67.2949674588, DenseVector(0.0787618402316, 0.59344544363, 0.212942511948, -0.357334560585, 0.43077152172, 1.60660986854, -1.78220689039))
LabeledVector(21.3459972399, DenseVector(0.711955545985, -0.726588657998, -0.35805612547, -1.30992986916, 1.07747189978, 0.872428666075, -0.435640627195))
LabeledVector(48.335414224, DenseVector(-1.22328565738, -1.13754664736, -1.05946484565, 0.0756393584992, 1.9282151518, 0.00440885456043, 0.893417869475))
